caseid,commonweight,age,gender,ed,race_id,married,registered,pid_text,ideology,income,pol_interest,CC21_320a_t,CC21_320b_t,CC21_320c_t,CC21_320d_t,CC21_320e_t,CC21_321a_t,CC21_321b_t,CC21_321c_t,CC21_321d_t,CC21_321e_t,CC21_321f_t,CC21_322a_t,CC21_322b_t,CC21_322c_t,CC21_322d_t,CC21_322e_t,CC21_323a_t,CC21_323b_t,CC21_323c_t,CC21_323d_t,CC21_323e_t,CC21_323f_t,CC21_324a_t,CC21_324b_t,CC21_324c_t,CC21_324d_t,CC21_325a_t,CC21_325b_t,CC21_325c_t,CC21_325d_t
1644196675,0.399941516924879,65,Male,a 2-year college degree,White,married,registered,Independent,a moderate,"$40,000 to $49,999",most of the time,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Oppose
1644118215,0.505832014948927,55,Female,a 2-year college degree,White,married,registered,Democrat,a slightly liberal,"$30,000 to $39,999",most of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support
1647077727,0.637105012315032,46,Male,a high school diploma,White,separated,registered,Republican,a conservative,"$80,000 to $99,999",only now and then,Support,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Support
1647052907,1.33368100118785,38,Male,a 4-year college degree,Hispanic or Latino,married,registered,Republican,an extremely liberal,"$20,000 to $29,999",only now and then,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support
1647055217,0.383046686882694,34,Female,some college but no degree (yet),Hispanic or Latino,married,registered,Republican,a moderate,"$100,000 to $119,999",hardly at all,Support,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose
1647123939,0.543246318217846,58,Female,a high school diploma,White,single,registered,Independent,a moderate,"$200,000 to $249,999",most of the time,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1646251833,1.1590725984995,39,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",Black or African-American,married,registered,Independent,a moderate,"$350,000 to $499,999",most of the time,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Support
1647088081,1.04881856310465,22,Male,a 2-year college degree,White,single,registered,Republican,an extremely conservative,"$200,000 to $249,999",most of the time,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose
1647130841,0.586980951065919,42,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",Hispanic or Latino,single,registered,Democrat,a liberal,"$60,000 to $69,999",only now and then,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Oppose,Support
1647134163,3.35697682391163,41,Male,a high school diploma,White,married,registered,Republican,an extremely liberal,"$70,000 to $79,999",most of the time,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support
1647123655,0.963992513279585,26,Female,a 4-year college degree,White,single,registered,Democrat,an extremely liberal,"$30,000 to $39,999",most of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1647123367,0.571321665483839,54,Male,a high school diploma,White,divorced,registered,Independent,a moderate,"$20,000 to $29,999",hardly at all,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support
1647159481,1.72431888380607,34,Female,no high school diploma,Hispanic or Latino,single,unregistered,Independent,a liberal,"$30,000 to $39,999",some of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1646804369,0.999940007538619,24,Female,a 2-year college degree,White,married,registered,Republican,an extremely conservative,"$40,000 to $49,999",only now and then,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose
1647124161,0.365863687242234,63,Male,a high school diploma,White,married,registered,Independent,a moderate,"$30,000 to $39,999",only now and then,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose
1647189853,0.472463897119629,21,Female,a 4-year college degree,White,married,registered,Democrat,a moderate,"$30,000 to $39,999",only now and then,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Oppose,Support
1647181083,0.946726571340755,48,Male,a high school diploma,White,married,registered,Republican,an extremely conservative,"$40,000 to $49,999",most of the time,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose
1647170937,0.482718392199756,57,Male,a high school diploma,White,single,registered,Republican,a conservative,"$20,000 to $29,999",hardly at all,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support
1647200855,5.03908715084856,26,Male,no high school diploma,Black or African-American,single,unregistered,Republican,an extremely liberal,"less than $10,000",only now and then,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose
1647183073,0.320336440228314,27,Female,a 2-year college degree,White,married,registered,Democrat,a liberal,"$60,000 to $69,999",some of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1647200793,0.420536658941403,25,Female,a 4-year college degree,Asian or Asian-American,single,registered,Democrat,a liberal,"$150,000 to $199,999",most of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1647165859,0.813473286126659,60,Female,a high school diploma,Black or African-American,divorced,registered,Democrat,a liberal,"$10,000 to $19,999",most of the time,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support
1647201029,1.78699087741484,28,Non-binary,a 4-year college degree,White,single,registered,Democrat,an extremely liberal,"$40,000 to $49,999",some of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support
1647187391,1.63426521351411,44,Male,a 2-year college degree,White,married,registered,Independent,an extremely conservative,"$50,000 to $59,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose
1647185221,1.1860983838208,26,Female,some college but no degree (yet),White,single,unregistered,Democrat,a moderate,"$60,000 to $69,999",most of the time,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Support
1647215481,0.773947513519807,71,Male,some college but no degree (yet),White,married,registered,Independent,a moderate,"$10,000 to $19,999",most of the time,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support
1647207757,0.463807498079441,28,Female,some college but no degree (yet),White,married,registered,Independent,a moderate,"$10,000 to $19,999",only now and then,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose
1647200999,0.764240158296568,19,Male,some college but no degree (yet),Asian or Asian-American,single,registered,Republican,a slightly conservative,"$30,000 to $39,999",some of the time,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Support
1647207771,0.511751622839582,25,Female,a 4-year college degree,White,single,registered,Democrat,a slightly liberal,"$20,000 to $29,999",some of the time,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Oppose
1647207851,0.876060155573398,77,Female,some college but no degree (yet),White,divorced,registered,Democrat,a moderate,"$50,000 to $59,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1647215301,0.59256111997271,24,Female,a 4-year college degree,White,single,registered,Independent,a moderate,"$50,000 to $59,999",only now and then,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support
1647213125,2.16377389571224,18,Male,a high school diploma,White,single,registered,Democrat,a moderate,"$150,000 to $199,999",hardly at all,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1647218081,0.99607013592331906,21,Male,a high school diploma,White,single,registered,Democrat,a slightly liberal,"$50,000 to $59,999",some of the time,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support
1647217907,0.908289616421071,26,Female,a 2-year college degree,Hispanic or Latino,single,registered,Democrat,a liberal,"$20,000 to $29,999",some of the time,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support
1647215563,0.605406812456476,62,Female,a 2-year college degree,White,married,registered,Republican,a moderate,"$80,000 to $99,999",only now and then,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Oppose
1647217789,0.755935347243989,41,Male,a 4-year college degree,Asian or Asian-American,single,registered,Independent,a slightly liberal,"$10,000 to $19,999",some of the time,Support,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1647217521,1.45548274423922,36,Male,a high school diploma,White,single,registered,Democrat,an extremely liberal,"less than $10,000",most of the time,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support
1647217943,0.955976510352708,18,Female,some college but no degree (yet),White,single,registered,Independent,a slightly conservative,"$50,000 to $59,999",only now and then,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose
1647171259,0.531695280727642,59,Female,a high school diploma,Black or African-American,widowed,registered,Democrat,a liberal,"$10,000 to $19,999",most of the time,Support,Support,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1647200709,1.3120579080795,29,Male,some college but no degree (yet),White,single,registered,Democrat,an extremely liberal,"$120,000 to $149,999",most of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose
